prof.	21600	in	soa	ns-tld1.charlestonroadregistry.com. cloud-dns-hostmaster.google.com. 2025082610 21600 3600 259200 900
r9pmjmqs6icsebuptbic4tg79kbocgq0.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 R9R7C0EFIC7UL4ACMGCD9HPSTDF93S8S NS
r9pmjmqs6icsebuptbic4tg79kbocgq0.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. UjuQKb3Rcf/qSyk4JEOULseb2LHjeCcPAYMI8BMtEuiRZzxJASpk4PiJJrzJcYZuSvcOzuP/wJ4m2mKFBRqOJG7H9PnMcbfTsMXYoLwUAz78ZzXKKhW300J7nTmFpNxQs5lIKG/uTYPMDz5PzQ/FsqzGMUjcJb/FfEqv+eLkGQ4=
r9r7c0efic7ul4acmgcd9hpstdf93s8s.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RBMRG51GSL44NF33LBUCMTDVJ14CVVQE NS
r9r7c0efic7ul4acmgcd9hpstdf93s8s.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. fJDX5lpEkQ7q0PIiswlEkXMZTSDh7uVsWUV7zsyqO952GbymO0BMbmXBK2YarPULWzR1tdpGlR0obtNV/Y+luAv5JtKlJTfj2vZpHnIP+VBTQp1cASKQ6zVdFZLk3M05Tia30A+PH/GZM4UVWaocEf/6HYHYF+VFD0qZgoTW0dI=
raf.prof.	10800	in	ns	ns-cloud-a1.googledomains.com.
raf.prof.	10800	in	ns	ns-cloud-a2.googledomains.com.
raf.prof.	10800	in	ns	ns-cloud-a3.googledomains.com.
raf.prof.	10800	in	ns	ns-cloud-a4.googledomains.com.
raf.prof.	900	in	ds	60865 8 2 A02076F956CB53AE32CA1FE9C67539ACF9D912702030C1AAD7A843F73D2A7343
raf.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. XGGjaf6xWqrb3x7c2OSWyBa+DxmjTYLUObKYCWOAjzP9ehHhSeWKfpolBRf593U+04jQhhT4WWuyK7VF0nA8J80N6K3sqvF0fzpAHvFtC9DWKwGJcyVPdf9sbIvkYMvaRKqTwo3gsh/6WQ0Oi5TPcdwJ3o8mcouhemHBnE5cMJo=
rajesh.prof.	10800	in	ns	ns-cloud-a1.googledomains.com.
rajesh.prof.	10800	in	ns	ns-cloud-a2.googledomains.com.
rajesh.prof.	10800	in	ns	ns-cloud-a3.googledomains.com.
rajesh.prof.	10800	in	ns	ns-cloud-a4.googledomains.com.
rajesh.prof.	900	in	ds	5590 8 2 654EC28F3EB92381BB56F74349F2D529730F89B8BA03F939231ADC3E8D742A54
rajesh.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. ennfLFl3k9n2gM2XGsXrDDcK2uJhC36xueUhetnk/MCxxstvpsPF5TrztlnpxUdIGaN1EUV6TlB5JftIKrJwCmXtKMKazlcvnEGYSQK9evnUQue6mkLELHLBtphIrPNHI2Ecxe4phCHpsMbL9AMc7TvgswRxKFLvi6q6nLjkTGw=
rakuten.prof.	10800	in	ns	nsgbr.comlaude.co.uk.
rakuten.prof.	10800	in	ns	nssui.comlaude.ch.
rakuten.prof.	10800	in	ns	nsusa.comlaude.net.
ralphmartins.prof.	10800	in	ns	ns03.domaincontrol.com.
ralphmartins.prof.	10800	in	ns	ns04.domaincontrol.com.
ransom.prof.	10800	in	ns	1-you.njalla.no.
ransom.prof.	10800	in	ns	2-can.njalla.in.
ransom.prof.	10800	in	ns	3-get.njalla.fo.
rapidscale.prof.	10800	in	ns	ns.cox.net.
rapidscale.prof.	10800	in	ns	ns.east.cox.net.
rapidscale.prof.	10800	in	ns	ns.west.cox.net.
rbmrg51gsl44nf33lbucmtdvj14cvvqe.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RCEV5R0UF4SKDLLGQMPOTQO0OC534BK2 NS
rbmrg51gsl44nf33lbucmtdvj14cvvqe.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. P90RyGbQnMhs+jCjno0sFTZI2LuGpJ2s9TvWxwYq5TDgzcmD5mXLLoDbgHSFC1YDuLFuwjP10fGMAGxjQfTDK0NAVetW9ZQIW2CpNO37YN/QFe+JXFhN7ElqVntXwcH6nTan/BRrZvbFYHqsA4kOKEhgjl8Vzag4yJcG1luEyew=
rcev5r0uf4skdllgqmpotqo0oc534bk2.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 REBKG10G3PF1HNA7DH91T027SVFUHQIB NS
rcev5r0uf4skdllgqmpotqo0oc534bk2.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. DHstHomOl6OqvbG07E9vtyOvLrzFFLIJYHESo4hPIY+d1qlrymy/40Gb2qYeewhJzeykouCvJjLBwb4m1hMsVbJXYA77c08V9aYc9zeocspowtr5R3rM+e6nVKElYoHmUV76GMAaBemuK05No/j/vDO1j/O//IpnRFq47YhqQfs=
readalong.prof.	10800	in	ns	ns1.googledomains.com.
readalong.prof.	10800	in	ns	ns2.googledomains.com.
readalong.prof.	10800	in	ns	ns3.googledomains.com.
readalong.prof.	10800	in	ns	ns4.googledomains.com.
rebkg10g3pf1hna7dh91t027svfuhqib.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 REGUR5FL4OEB1SQKU5PU6TCKVKKRNU4Q NS
rebkg10g3pf1hna7dh91t027svfuhqib.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. GCjkeqR3FHww3TEA9ZtFSw3dMC8uSS7GafNJXm46XNlMMmL/K0tIpeo/2wNB47g1nFFrCr63ZQHcjxN6DG8hjWZthHlJ4gkQsZjnnMKr7Rb7qphhlWtnwe0ekr/HTRuNwYUVakYLf5VzetzUgq86CoScSxz2pGsAhhTG+MCezSg=
recycledelectrons.prof.	10800	in	ns	ns1.hover.com.
recycledelectrons.prof.	10800	in	ns	ns2.hover.com.
referencement.prof.	10800	in	ns	curitiba.ns.porkbun.com.
referencement.prof.	10800	in	ns	fortaleza.ns.porkbun.com.
referencement.prof.	10800	in	ns	maceio.ns.porkbun.com.
referencement.prof.	10800	in	ns	salvador.ns.porkbun.com.
refolio.prof.	10800	in	ns	curitiba.ns.porkbun.com.
refolio.prof.	10800	in	ns	fortaleza.ns.porkbun.com.
refolio.prof.	10800	in	ns	maceio.ns.porkbun.com.
refolio.prof.	10800	in	ns	salvador.ns.porkbun.com.
reginaldogomes.prof.	10800	in	ns	curitiba.ns.porkbun.com.
reginaldogomes.prof.	10800	in	ns	fortaleza.ns.porkbun.com.
reginaldogomes.prof.	10800	in	ns	maceio.ns.porkbun.com.
reginaldogomes.prof.	10800	in	ns	salvador.ns.porkbun.com.
regur5fl4oeb1sqku5pu6tckvkkrnu4q.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RFVNFRANA5MDKR4MMFAJKK2T2CN1JDON NS
regur5fl4oeb1sqku5pu6tckvkkrnu4q.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. iMWyB/2sUkyZCtFhV3+dkh4gbfYoOs9oaNNKrsKDLMgMfWiLyieyFvfrjhuwag59RvFDfZokhL4U6dFe4bNz6nKSwovf5U0MSinPNu/+pdnmlZcXVWi/aiFyEKeHfE2vQI3uLUeeP/aznoTecZUvdcYQq/RO6asVXBKZTBrWdU8=
reif.prof.	10800	in	ns	dns1.registrar-servers.com.
reif.prof.	10800	in	ns	dns2.registrar-servers.com.
remind.prof.	10800	in	ns	ns.inwx.de.
remind.prof.	10800	in	ns	ns2.inwx.de.
remind.prof.	10800	in	ns	ns3.inwx.eu.
reminder.prof.	10800	in	ns	ns.inwx.de.
reminder.prof.	10800	in	ns	ns2.inwx.de.
reminder.prof.	10800	in	ns	ns3.inwx.eu.
renov.prof.	10800	in	ns	jade.ns.cloudflare.com.
renov.prof.	10800	in	ns	nick.ns.cloudflare.com.
resilience.prof.	10800	in	ns	ns1.hover.com.
resilience.prof.	10800	in	ns	ns2.hover.com.
revinate.prof.	10800	in	ns	ns13.domaincontrol.com.
revinate.prof.	10800	in	ns	ns14.domaincontrol.com.
rfvnfrana5mdkr4mmfajkk2t2cn1jdon.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RG23V5TJ06I7F570BIRE62C98NSPRMI3 NS DS RRSIG
rfvnfrana5mdkr4mmfajkk2t2cn1jdon.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. jJqSZqU5JIq7MV9DDZJp30fDNtSEb2wBhtZfUzPz8R6XkkiYPDrWQEzBBgzlZPJ7TTD833ck11QVxQF/J04mFinmhV8+UsGVIR+EmxjRmwXq/5HJPjG9EE8BJmtEOV802oLk1hS34lqqFLBfQpqVsGnvP4CiKm3GnxpwcSn2lWE=
rg23v5tj06i7f570bire62c98nsprmi3.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RG855FMA1DNAE778UHO4CKR502VEP25N NS
rg23v5tj06i7f570bire62c98nsprmi3.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. Oclk9mqLoK7HMxIcBq+W6cVwXCoit8CJYSmjgP+9aKyw0wUXSHSHMazP1OmpN8dZG9gYFSUUbNZciIgKgmlovq0kl8USTQA7gud51Bk6mSD12gx0OmtQXhCpknhTw8mkCcEcVYkdeWNsNGL2PWRP/dWjH0ypc1swARa7AJEdT0E=
rg855fma1dnae778uho4ckr502vep25n.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RI0E6MQ7DJ07M3EG11AV6971GE3OCH16 NS
rg855fma1dnae778uho4ckr502vep25n.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. LT2XYdZReC0IygorR4aIxXGXJr7MvMNxBYBZfTE1xOjg+oD/AxN2Jn7ShTMREVSHnEJGul8uX8Jca8VoytH//9gvE1OyRD/hDJHDaR8H1cG+Y5bHv8qqtu8YIZTZVU9lWkxL7NR4MJ5NCKNDfayuvj680B8d3Vpj2sz94S1r30g=
ri0e6mq7dj07m3eg11av6971ge3och16.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RJI6NVJTCC18DUQOK6A5RLIT9REK94TC NS
ri0e6mq7dj07m3eg11av6971ge3och16.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. W04KGPZITOKBP+uvhsp0Bh9HuQX2j+Kwpa+xAey3SDxhsd37d+zBxUWSxqwrtuIxWBW+PM3HBa1WPWp/7oXQKyiLFS+6VctqDzCnZXDAP0YGgLI42NhBar77uMJhOzkI3fYo5hGw6Of44dzQDJjj9i2wHOTQ2Uk5/T5gR81bQgU=
richardbetts.prof.	10800	in	ns	ns43.domaincontrol.com.
richardbetts.prof.	10800	in	ns	ns44.domaincontrol.com.
richardplotka.prof.	10800	in	ns	ns-cloud-e1.googledomains.com.
richardplotka.prof.	10800	in	ns	ns-cloud-e2.googledomains.com.
richardplotka.prof.	10800	in	ns	ns-cloud-e3.googledomains.com.
richardplotka.prof.	10800	in	ns	ns-cloud-e4.googledomains.com.
richardplotka.prof.	900	in	ds	36527 8 2 B87970699C5B8126BE05B87CAE5D685E3D1895ED0E2FDB17B80F926C7FE0BC69
richardplotka.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. lvkRS6HJNs0KAzYFa5yHy0C1/iT0dBpanXfjTkI4g+V+PHmSRPClF/1RlW2n5Qi0Bp4unQH5u71fibztWjlvf62S2SQPUwZTGBLH6yRNTC/UsSi06mRaaf7pr+xEfgn9FZuZ+jWtgxQr+VADOBf6adDcAa61ST7fzfUEk2cfeJw=
rickhutchison.prof.	10800	in	ns	ns1.hover.com.
rickhutchison.prof.	10800	in	ns	ns2.hover.com.
rickman.prof.	10800	in	ns	jacob.ns.cloudflare.com.
rickman.prof.	10800	in	ns	sky.ns.cloudflare.com.
rickman.prof.	900	in	ds	2371 13 2 2804BAF9D1AC2EBB865AF7DFD74A4029D5E6056D23B75201CE5EE885B9C3F6A5
rickman.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. dU1sJ7eXFnT0RXC822zXcMXYJSA8m/xJ+Kv7OpKUjKBq2I9sU/kKj3UCYUtimNL3nh1iGiGJhVf4UjM6vUFzco2NOsxZqSzFaFUT2ZzfDOw601ee4XFGmYVSNBZi1JZNMsFZZW4B4Mgj68nEipsOqMeoHeMGGpE1JSAMb+mD98M=
riedel.prof.	10800	in	ns	ns-cloud-b1.googledomains.com.
riedel.prof.	10800	in	ns	ns-cloud-b2.googledomains.com.
riedel.prof.	10800	in	ns	ns-cloud-b3.googledomains.com.
riedel.prof.	10800	in	ns	ns-cloud-b4.googledomains.com.
riedel.prof.	900	in	ds	19651 8 2 A0CC8524559B6BEA998860FBD454385D3DAA65104B9617147169990057DD5BE8
riedel.prof.	900	in	rrsig	DS 8 2 900 20250915190149 20250824190149 24921 prof. p5fK/eqJwY1IWD0rQl9tt4ebS5xtmtnv0QK2Wq9BipsNc71G9zN9y7Jubov0Uz5BOSHmsIvOhFL7wp1jUbbT00eFOWQcNeV9/jL9Pph6117EYlf3DPyimQCvb6XbkFSpSe4DjHf52KPH6OiPgpexkD/aEoiv7i6Dt+HCPqeJku8=
rinaldin.prof.	10800	in	ns	dns1.registrar-servers.com.
rinaldin.prof.	10800	in	ns	dns2.registrar-servers.com.
rittelmeier.prof.	10800	in	ns	ns27.domaincontrol.com.
rittelmeier.prof.	10800	in	ns	ns28.domaincontrol.com.
rji6nvjtcc18duqok6a5rlit9rek94tc.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RL73R7CDRC55ENL8GJHN0GQLBUP4CKSE NS
rji6nvjtcc18duqok6a5rlit9rek94tc.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. m7iavlV8nIeKp+AUFtg8U1Y1I7l+DplxS1TEKgO/8bqzKhIhelg4A8kU7XpZu/vdrCvj0eHoQleyCCfTnrLHcbfbrjIh8ComSWGD+x0mV3hCulPXaXqljE6kWfo0HP4oi7TPmhZKLbGKxjgERZDooW1ieU67cd8olhL5i9c1B44=
rl73r7cdrc55enl8gjhn0gqlbup4ckse.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RLEQHNH0B5EF1BI56DTL190M7T2JS045 NS
rl73r7cdrc55enl8gjhn0gqlbup4ckse.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. pD/x6Xd9A9HzAhTxELVmYoDkb/9vRJyHWS525LkZ+spyWy/djxYRW6y4/xoseYjDhKn9eHgpWC+F4djXxBd7Isgkv4YAosIjVP309nkQYQ8nbRAqyHpIKDDie+BgjeMc4EAgileBXcXxBzKagTDNC+fbaZEXAZDHNQPHLJhMpqE=
rleqhnh0b5ef1bi56dtl190m7t2js045.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RM0HUFROHJTC7NJTUKLU6NLMBE6ETTD6 NS DS RRSIG
rleqhnh0b5ef1bi56dtl190m7t2js045.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. djjgDskF5D0M9vjZ9hEKjeeICl2fPbOnuy16ySAxsSqMUHzXrFiH/XnFapJlZHsYWOvBVBVqbvfLHRG5yiRhrhJdiuexhI1czX3mQXE3AL89Oh2lXX5h9BmI99u2fqzeRwU+N77l9rBb4QWslYSdCR8k5xU/fzgVLyCKkJKy46E=
rm0hufrohjtc7njtuklu6nlmbe6ettd6.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RNC8D2NV862K3FVTSOTLAEKH90NHIN2M NS
rm0hufrohjtc7njtuklu6nlmbe6ettd6.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. mQK398/11BkeYItl5+3lM2UtxHwSLjpSAGoxIi6t8mv2bluI+4r9pKZ/AWzpaJceqp81YJ8nTmYyjAopUchnQfVFSg3cfVQdG/lsa2s5LM43Q5fP5GhYTSkKkkIPKlWkJiVEAjI4BKo7V9cBWFJZiWvIFGh9qUlrDQWZyNfCo3c=
rnc8d2nv862k3fvtsotlaekh90nhin2m.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RNLLL5NHFEJRUBTVE46SQF7K70POT6HS NS
rnc8d2nv862k3fvtsotlaekh90nhin2m.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. PpRsKUpLLsZEiMDikUSm53a329YcZxYaHGnkXknQF5S/O9LU73io2yGfdOJ8buH4dnGK7CGl3pGztemgq7eT/2PSfubEBRyObFen6Tz+jPYI6Wq21qTPz5/k+LgEHqhSDt/In6SCYy0Vh0q3r3DMIZfu13jw2gJ47sDAPNgC+qg=
rnlll5nhfejrubtve46sqf7k70pot6hs.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RNQFH6OG2KBTKD1GK1NUMMLM9JKBS7PT NS
rnlll5nhfejrubtve46sqf7k70pot6hs.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. cgDWxm0uaec9VqAdh8RjEInPT3/K5sAqeIx0W0UNR6KPWyCLOHBJGMSm+lqVYDfsipcjDCFlWO88XQSCjjdnPPMAJgYNROKHNQpXGnSUrRWrWVzGI+rUNGO/04+lB7gq1XCz0JWWk/joWwAy+JunZ+EGl6QZlB4SzTMnxMdmJmc=
rnqfh6og2kbtkd1gk1nummlm9jkbs7pt.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 ROQ84FLULRD0LAI3129OEHTG50NJPGB9 NS
rnqfh6og2kbtkd1gk1nummlm9jkbs7pt.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. ar9TplzufUznS5RIug9U1953XU51KRzSxC3QhDJinz32duPUXpYdzhetqSVwIjkSNmyOFOXLpHul0AIUrUA9rWEow3cet+OGvJ36yw4z5G0eLMWhnzNb4deH3hOwknIa2M6IVPO+qUpGLQ0UU5r9AmudtJ1ceAPkJ984ut7TAOU=
rober.prof.	10800	in	ns	ns1.wordpress.com.
rober.prof.	10800	in	ns	ns2.wordpress.com.
rober.prof.	10800	in	ns	ns3.wordpress.com.
roberto.prof.	10800	in	ns	dns1.registrar-servers.com.
roberto.prof.	10800	in	ns	dns2.registrar-servers.com.
roberts.prof.	10800	in	ns	ns104.ragesw.com.
roberts.prof.	10800	in	ns	ns105.ragesw.com.
roblox.prof.	10800	in	ns	dns1.p03.nsone.net.
roblox.prof.	10800	in	ns	dns2.p03.nsone.net.
roblox.prof.	10800	in	ns	dns3.p03.nsone.net.
roblox.prof.	10800	in	ns	dns4.p03.nsone.net.
roblox.prof.	10800	in	ns	ns01.rbxinfra.net.
roblox.prof.	10800	in	ns	ns02.rbxinfra.net.
roblox.prof.	10800	in	ns	ns03.rbxinfra.net.
roblox.prof.	10800	in	ns	ns04.rbxinfra.net.
rochelle.prof.	10800	in	ns	ns1.artsites.ca.
rochelle.prof.	10800	in	ns	ns2.artsites.ca.
rochelle.prof.	10800	in	ns	ns3.artsites.ca.
rochelle.prof.	10800	in	ns	ns4.artsites.ca.
rohde.prof.	10800	in	ns	ns1.alldomains.hosting.
rohde.prof.	10800	in	ns	ns2.alldomains.hosting.
rohde.prof.	10800	in	ns	ns3.alldomains.hosting.
rohde.prof.	10800	in	ns	ns4.alldomains.hosting.
rolex.prof.	10800	in	ns	dns1.p03.nsone.net.
rolex.prof.	10800	in	ns	dns2.p03.nsone.net.
rolex.prof.	10800	in	ns	dns3.p03.nsone.net.
rolex.prof.	10800	in	ns	dns4.p03.nsone.net.
roq84flulrd0lai3129oehtg50njpgb9.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RP7H3DM0UK06DKTC9ANR77FRORAML3IC NS
roq84flulrd0lai3129oehtg50njpgb9.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. R4wCC2DqiLPNAkjuI0djAz3StQBsNNckPCahJEX80viUXGU1wAmhSpIw0mhiVFDBLRo07z4aCS+H5d2NBThU5ns7EFnXWLG8BnUrBe6aaHolg4jAAO/uQrzeya3MW6Iw81c1HVewbaqmCNDeCij/w3pPZPh8HEKJNqY179DFmuI=
rowan.prof.	10800	in	ns	ns3.rowan.edu.
rowan.prof.	10800	in	ns	ns4.rowan.edu.
rowan.prof.	10800	in	ns	ns5.dnsmadeeasy.com.
rowan.prof.	10800	in	ns	ns6.dnsmadeeasy.com.
rowan.prof.	10800	in	ns	ns7.dnsmadeeasy.com.
rp7h3dm0uk06dktc9anr77froraml3ic.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RPB255H5CKEF14P073Q1OU20PMLTPACD NS DS RRSIG
rp7h3dm0uk06dktc9anr77froraml3ic.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. Kazlw4EMtoRHlO+/9ZxJyr24R+kvwGVuY4YUL1zpv+POZNjy1R3LQ/HSQvaRtHy0vVZdaP5E9FW35MqwpYtoFnlY1Bd9eQASNMsOdEDTg/cACzN8Jx2iJliuR3MDjOhbjTufY24clcvsf9pGiLbdjsPJApqYYyawACpiauZX5KM=
rpb255h5ckef14p073q1ou20pmltpacd.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RQJEV20JT5UETPDAI42VF6FC3G3GT1BD NS
rpb255h5ckef14p073q1ou20pmltpacd.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. MuWQtkScE/OPzLhyNYZut/XJFYTCBqPM0w8FUDDjEt+oKJOCuVeJANXIIVAZH6GBWCQ5IyzX2boX1PoYbpdYrWHQpRlhapLe94kabwzBG6Qe3mQjl5XuWiQLjGfpVyVXuR30ZJGk+L1Ns5Yi5Gug6AS1tBMaz5lgSKfjjjhInLk=
rqjev20jt5uetpdai42vf6fc3g3gt1bd.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RR98U31EFQS5OTLDDVPBA0E52LSJRCMK NS
rqjev20jt5uetpdai42vf6fc3g3gt1bd.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. lDXPYzOABz54wxNonx0P+0oRT0FW/X+WQeZVUaaaHK0mlKZq7rIdJ72n5csg8S/87TY8JJMsPH4z5ioCSg4Lw2fBacfrVwiCiI1CJEpK3xUihcpGobgDHW5x+i3WuXqzhZmESb+5NcL5SrFhw9oZX2UzYVx21VXw3inLrwI8rTM=
rr98u31efqs5otlddvpba0e52lsjrcmk.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RS5DU4T77GT2F0JEVJ6R938VB1JI94DS NS
rr98u31efqs5otlddvpba0e52lsjrcmk.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. Km7t3LyMqvH57G+OW+OlAiGZDku9FaqvMs0YU1dm71GRoXx7va7SejmgrYiuNC099jO5oOZWHi6Niaa8i0MkrhfkOgHTsf39wFr8qfjUiRAw7PLfU3M3gX6pKtE+6uCFCcUd12/udUq2R88IdpwkAaMgbdfbsEcw/e3Mxh6oMOo=
rs5du4t77gt2f0jevj6r938vb1ji94ds.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RSIB2VP2FDFRAQ4QSGLVLRFSCU4VCPBT NS
rs5du4t77gt2f0jevj6r938vb1ji94ds.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. obMp8P78Rb/CgTAgqG9nLuEM/xoNEZC+cr0m8Y98FFEwgHBRN/ji+jhDBkmMFsKaAR0klvjJ3osUJtQOLLm98jvmDCl4QGg8ehn5r3pfHOzdmGi6On3qIaT92NPsoqGsmIukLpjTFeb5Vp8XcY8XWi3/uOR1EZpAh4SVvXYGvsg=
rsib2vp2fdfraq4qsglvlrfscu4vcpbt.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 RT9EDNOC5E97B7O4ELA5H760O67IQHR9 NS DS RRSIG
rsib2vp2fdfraq4qsglvlrfscu4vcpbt.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. SQamxvUAwX/o5mOGY+GeMa4UYC/29qPTcu5070Jon162MMuavGXc29qgtJhWD2LqVlaFPF3Jv49siYUBQ5MkeUG0rzxc+6FA1OdpSRolq1Trk16632AJ8WoKtgBf5YF7J/GJ1Afquuoyw9Z8d+s2bV15h0DmTwnq7LAh3xzBqOU=
rt9ednoc5e97b7o4ela5h760o67iqhr9.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 S00D9J6I8JJ25EPKP4P48O0NNS36NV05 NS
rt9ednoc5e97b7o4ela5h760o67iqhr9.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. cCsxk/fLKkWto9/ThtO0tLD2g+lEzJxgHC/46Duyhv36QW5MbdT52PJqeIAtbBD1Uhvw+4C/gySqdiQ8KWf24lRZClGDt5xJQSX/EgrT+8hRSB/27rNYKdNW3vt5qyYCyib16ObTEviwD4s40y3Xmtc8jnM9m94uwF+yaI9YmVk=
ryanbharvey.prof.	10800	in	ns	pdns1.registrar-servers.com.
ryanbharvey.prof.	10800	in	ns	pdns2.registrar-servers.com.
s00d9j6i8jj25epkp4p48o0nns36nv05.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 S06DQJIFQOE4E6IQ2VOP01Q2HOOVBK3R NS
s00d9j6i8jj25epkp4p48o0nns36nv05.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. TdKipuKE3KleJ1rWSWpB8ujWL7QM6Fl3lqvEk5CiGfQQzk9XkNtz9p3a0fbQCEsDtVhg+Q2QwiqIudNn7vhYIfLYwJuk2cRRXCqyCly3eU2ZJMaEyS98mAx9EH2PQI8z5wz60Xz2tqerDdqQcBs8ErpcbcuM/4tMWZlvwBpPSvM=
s06dqjifqoe4e6iq2vop01q2hoovbk3r.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 S1H62GB1HPPHFGF7UF2IE4B7RTVVR1F2 NS
s06dqjifqoe4e6iq2vop01q2hoovbk3r.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. fvQu+qIoU6HkBc3LBa7Bjr0Pvcj+9olMRQFF2vg/5UGsu83hZlowDVGXx+jOCmZB+1vzYe/V88oOtCb0WP0+8GLcLVWGJEfCT8llD0Hsf2OF/n/KLV1xm2nZJotGAn7KSk/rHAhUipO17WCIn1kGaUayEVG0PjiYohKVE4rq+5g=
s1h62gb1hpphfgf7uf2ie4b7rtvvr1f2.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 S4OFUNV5UR8MH06HKCNQS8AUA7S30PHH NS DS RRSIG
s1h62gb1hpphfgf7uf2ie4b7rtvvr1f2.prof.	900	in	rrsig	NSEC3 8 2 900 20250915190149 20250824190149 24921 prof. oibcOL5dVugL75auWXEXP2/3OsN/5FkJGfYmB5yM9EfBJ2TssCFubpHc1AIEtlo0BZbkVm7Mr9uooazJ4nN3WU0kUsl0qka4swkbxQTFzlTdCs2RtktmrW6eEvHtyhF/5Njwybl7BEGvn0p3Dnv/FbpS05uVc1hV+Loq13szR+s=
s4ofunv5ur8mh06hkcnqs8aua7s30phh.prof.	900	in	nsec3	1 0 1 CECCE5239DB19657 S6HUHMFNK7DRLG1SBAEOC4EV1CABVB1C NS
