ryukyu.	86400	in	soa	a.gmoregistry.net. noc.gmoregistry.net. 1769302942 1800 900 604800 3600
nnfral8r8e3b269t4flpvo1ci270djn9.ryukyu.	3600	in	nsec3	1 0 0 - NPHFLHAC71RRIA61Q4N6464SOBDIFFAO NS
nnfral8r8e3b269t4flpvo1ci270djn9.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130161513 20260123105608 45091 ryukyu. IAtaLnmtxZfO/NjGQmfop+keaQIp/Tgm59BdoQLnBuV3plEoRN9P6GB+93/0vsPoQy/jEPWRQZHEb/kdyYsJxiU0tjJmcMHeLYIsH77Zorn3rfx3RYF/fQd9QoshN0tpKgNly9cTz/OTerKJVj+IeW9WZFe6ScKLsT81mMD3Wrk=
nohu.ryukyu.	86400	in	ns	etienne.ns.cloudflare.com.
nohu.ryukyu.	86400	in	ns	tara.ns.cloudflare.com.
nohu90.ryukyu.	86400	in	ns	dns1.registrar-servers.com.
nohu90.ryukyu.	86400	in	ns	dns2.registrar-servers.com.
nphflhac71rria61q4n6464sobdiffao.ryukyu.	3600	in	nsec3	1 0 0 - NQM6F034VG4J78JSA2BPD45U1G5A1AIR NS
nphflhac71rria61q4n6464sobdiffao.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260201035731 20260124194222 45091 ryukyu. jRQBSVGDZmFi/9xBVfEWrjbNdnCba6vc4hbqwzvZb3zBWKKmhiDJqHmlQ84wNl3ktreGxJEWJ/rdAMNPCIebXtz61itnnWDWNftdzhQ4Se1YOgavuior/+2CesTwjBfO8+lSERxAXOHlDxOePDuDXEZKMS1ciddU4vKH0dcabO8=
nqm6f034vg4j78jsa2bpd45u1g5a1air.ryukyu.	3600	in	nsec3	1 0 0 - NTDPH317HEA42O1DUOO75L5OHFD2B185 NS
nqm6f034vg4j78jsa2bpd45u1g5a1air.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129201744 20260122142016 45091 ryukyu. bTlqbWdvH0VKFBYel4JVoRfj6wCwJRA/ueXTJ/flkaK6dhpEDFP0F9u5NbNghCHvxxENN/UP9cRSkxl4SfdoN146LStkt4iS3UBBC7VewUIW2Bdqubkyel86t7OfhkgvyIyjPupsGf/Jw0dCmI7Y2aDbXq7HJDF5IOiVF2xYWPE=
ns1.cbd.ryukyu.	86400	in	a	160.86.108.50
ns2.cbd.ryukyu.	86400	in	a	160.86.108.50
ntdph317hea42o1duoo75l5ohfd2b185.ryukyu.	3600	in	nsec3	1 0 0 - NTH4FACNS6F5KH6ELIFVA1R0Q60ATLJR NS
ntdph317hea42o1duoo75l5ohfd2b185.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129202929 20260122194410 45091 ryukyu. WxSkeZW0ukdHLbZLPUIpnBJa5hQjkdfGqWPTklF82xuZJJxhlgDmmOAbCqsjEIm/mHyrgYLo3Vj2tossCFjlvZZW4o20SXYO+rqrIhzokBtKT2ksbsRRO/TYbcTEUP+AYTS0Ezqx1DfPno2UQgv0aIjyh3p/kUQPbVEQAEfclVc=
nth4facns6f5kh6elifva1r0q60atljr.ryukyu.	3600	in	nsec3	1 0 0 - NU177VOO7E89KJQDNRODP41PQ9FEIJ2B NS
nth4facns6f5kh6elifva1r0q60atljr.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130013715 20260123120013 45091 ryukyu. LOeHLxv8Y8lrBZcJovjEfEruB35qQZoEUew/0MEhzETQPn2uZ5yzYGgJkVo2HBae3pCTOJ8L1OADgQcJcNEe0v0rJSoUWthkrv5DgcYGO1WRasQUx+hXEkpZSAoIpTiL9ozrmjgmenOqkINZqfPlGWah1bwawzEmXaw1oR4nTbo=
nu177voo7e89kjqdnrodp41pq9feij2b.ryukyu.	3600	in	nsec3	1 0 0 - NUUDEVBJT2JAU3VQM9NGEOD25IR3ECHI NS
nu177voo7e89kjqdnrodp41pq9feij2b.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130024532 20260123091413 45091 ryukyu. TAoPKv440agLq/x2g61WdBm0l/OC53t2SykF8su1tc5c1jo4rfAOJ6mDO/Tpb1TxwR4VzlKS+k0cVVNQL6bsT99KiJT+1j7aEurniuyxnsEAv2lZ1EJ7r0Ml+Ffc+Z5sONvaHTGVmoBOnLAABnaLlL8rH6gMUdlWafEnzpNiIiw=
nuc.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
nuc.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
nunusaaa.ryukyu.	86400	in	ns	ns1.value-domain.com.
nunusaaa.ryukyu.	86400	in	ns	ns2.value-domain.com.
nunusaaa.ryukyu.	86400	in	ns	ns3.value-domain.com.
nunusaaa.ryukyu.	86400	in	ns	ns4.value-domain.com.
nunusaaa.ryukyu.	86400	in	ns	ns5.value-domain.com.
nuudevbjt2jau3vqm9ngeod25ir3echi.ryukyu.	3600	in	nsec3	1 0 0 - O081CJ1AOEVLLFGTA4GBO9PKO4JG6SLP NS
nuudevbjt2jau3vqm9ngeod25ir3echi.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129050828 20260122085610 45091 ryukyu. cZFvhaKBPMv0eOHJtIvb8XDKeavQC7PpMR+cZZ1oTv9/ovhkJllsbUR4bhY9rgl9CEEv/S4Q88z1YfkpsE842PtzRUM8+qmU0XlS09BW9YUUHOaC9yVYmAUEmWugcM2Ym0r5olDOpDkP/iNKdjsOsI57wftK6VkWv1mFxDc9cWg=
o081cj1aoevllfgta4gbo9pko4jg6slp.ryukyu.	3600	in	nsec3	1 0 0 - O0PDKON97G5FOA98D2PEU8TM8S60HH1H NS
o081cj1aoevllfgta4gbo9pko4jg6slp.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129042335 20260122001313 45091 ryukyu. aLuk/rOs45k67fCg0jQO+Y6/xcn2xO7NN0y+xpAzUEDGcmQOdf+fxPgVAwZaj8hpCKS3TxJ995RS0ej9NUJbMFwstT3QQ/meGtURC6w3kymPV0kmOMTKdVCCYeQtdsk8je9doKYj1bPJL7TIpol/YzjM2iUaJAH2PU5Ez+GpzEo=
o0pdkon97g5foa98d2peu8tm8s60hh1h.ryukyu.	3600	in	nsec3	1 0 0 - O4DHG306LU05NN1TSPJS1FHRT189F75D NS
o0pdkon97g5foa98d2peu8tm8s60hh1h.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129054946 20260122113411 45091 ryukyu. Cc/0BOUNLKAxNH4Cn4OKvXxj9YKqBQ7oJEHxbpF9OXFaj+a3w7FYc1rzlVAKMRcAlsKFFBpLbIZi/aJ0JlQ0s2y9qWhyXJxIHJojMxLDOLc9/aRjxtAkqM7P5mMNqP6391uthqaaf+6fRam+aT7oxoSWlH1t343/uYAHj049dV4=
o4dhg306lu05nn1tspjs1fhrt189f75d.ryukyu.	3600	in	nsec3	1 0 0 - O4EHRHCJRR08GUJ755RR8CS7TM7B422S NS
o4dhg306lu05nn1tspjs1fhrt189f75d.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130165445 20260123065108 45091 ryukyu. EIxGQLyxjccu2Gm7x5tXla/hflR+KYhp3h2VruW8PyLrn9q6+9r4iPQmJh8Gd7MtGBsToIALuB4B22gXPSoG3jVF/G0uYm0WXmoHistJydbzw/zEfJ/tqOxgoqjRHjrGvAxdEfiIh3kZXlfSBptd/KUp/XxZOFDsOArzRLt73dU=
o4ehrhcjrr08guj755rr8cs7tm7b422s.ryukyu.	3600	in	nsec3	1 0 0 - O5F6G0LOTGPJPUT9RKSVJ93K2NR3DKN1 NS
o4ehrhcjrr08guj755rr8cs7tm7b422s.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129121734 20260122175111 45091 ryukyu. Gd2gR/btDDbGW02eevK6fNL175Q9QlIXJSQ4Te+A1XiNERXbd/vJRQHYTgz7aEpsOfoCHn/MboIxkjlALe5VxWpohd3Y+ExGF5zkyJkoab19yyBU5bI9ccx0NgeBlAU3JFCXk0D0sNC4sOxCyG71jr9/U6JShmjmV8abyC3XXcI=
o5f6g0lotgpjput9rksvj93k2nr3dkn1.ryukyu.	3600	in	nsec3	1 0 0 - O69NSC2JBFI9TE9H70KIM59Q6QUAKK0L NS
o5f6g0lotgpjput9rksvj93k2nr3dkn1.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130133050 20260123095215 45091 ryukyu. I3EPhQdzDwhaG7V0XPLhjbl8hRCdlu6mpRTNvkUQqWGenHjw/vwOzBaNouDU9i5BZGJ006c71A2hPpC3ghrzbBsioNpG5PkO37dqYspfliox6Ah8Fd7+uNKeQx0IIlQo5lXyPTp8U5XzsFnwZO5WIX9uAqUczY63+H4tFwoW0+Y=
o69nsc2jbfi9te9h70kim59q6quakk0l.ryukyu.	3600	in	nsec3	1 0 0 - OAC0G3BKP5759B1A0SQ08257MJNR8JR6 NS
o69nsc2jbfi9te9h70kim59q6quakk0l.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130103017 20260123151610 45091 ryukyu. fDbpFdxZ2RSHn/0bnEcmfEVU49Z9e5Jkx5tufgYD5q42jwJMW2/PofKSEQji+HQ0ZHacmYWvsJwSELOc0rA+DehgHZzmWONYmrUECEAyp9RVMudV19nWfIS9GvbGEccgjSMx5/Rnn+/3Vf3dkP0hdGJivWQWmnazlcyI4/sJsmg=
oaawzh.ryukyu.	86400	in	ns	n1.xundns.com.
oaawzh.ryukyu.	86400	in	ns	n2.xundns.com.
oac0g3bkp5759b1a0sq08257mjnr8jr6.ryukyu.	3600	in	nsec3	1 0 0 - OAEO8ACLQ82GG86O1HIAHE20T0LDVC04 NS
oac0g3bkp5759b1a0sq08257mjnr8jr6.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128204653 20260121113909 45091 ryukyu. S2cjJMDqipYBslOgX779jb43zh15STdqzWnKbQtINlusRLaXfAK/xVWlLJxOObOzUVHoDWMGUA2IewJkp/a0XKXgWzFY+7LE0On08j6L9rtl+o1xQvnXfZePlXDNEL/wg5lcjMpKHTWjkAIpSkxXLUtPZDOPjIKVLw9v+8dulRk=
oaeo8aclq82gg86o1hiahe20t0ldvc04.ryukyu.	3600	in	nsec3	1 0 0 - ODCL29AVAKMVM1PN5LETDQCFQULPM5O0 NS
oaeo8aclq82gg86o1hiahe20t0ldvc04.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128021243 20260121041412 45091 ryukyu. CDyFrxJe1bXPkCzR1P3yCJ25AaVk60Rt9K7abT9Gr+PWOv9EJ3kBx4GKTP5hZNBw9NsfMnPpBQL1fjwv9etxLZoMQ4VozR6cfJk3WjRj+DD5Petd6wPmxmY6pH4L9Rrvtd5z+0Nu39iuXOGKTciO0VIn2cqBTEOyLgA/Xy3I/jg=
oculus.ryukyu.	86400	in	ns	a.ns.facebook.com.
oculus.ryukyu.	86400	in	ns	b.ns.facebook.com.
oculus.ryukyu.	86400	in	ns	c.ns.facebook.com.
oculus.ryukyu.	86400	in	ns	d.ns.facebook.com.
oculusrift.ryukyu.	86400	in	ns	a.ns.facebook.com.
oculusrift.ryukyu.	86400	in	ns	b.ns.facebook.com.
oculusrift.ryukyu.	86400	in	ns	c.ns.facebook.com.
oculusrift.ryukyu.	86400	in	ns	d.ns.facebook.com.
oculusvr.ryukyu.	86400	in	ns	a.ns.facebook.com.
oculusvr.ryukyu.	86400	in	ns	b.ns.facebook.com.
oculusvr.ryukyu.	86400	in	ns	c.ns.facebook.com.
oculusvr.ryukyu.	86400	in	ns	d.ns.facebook.com.
odc.ryukyu.	86400	in	ns	uns01.lolipop.jp.
odc.ryukyu.	86400	in	ns	uns02.lolipop.jp.
odcl29avakmvm1pn5letdqcfqulpm5o0.ryukyu.	3600	in	nsec3	1 0 0 - OG0NEHG7PBEEPKVEBJDPRP46NT1V40IQ NS
odcl29avakmvm1pn5letdqcfqulpm5o0.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128045511 20260121124312 45091 ryukyu. gMO/86T09LSC3t2qchfgmTmwJN6QH6H0BjpHjOBrvaKKaqtpKZI3KsNYgtiMkW47Ei4iTT4PLSbDfhDRR30C96LOOMgg6Pt/wFyP8HCdShdzQlxtfvNvRp2oQwM9yzA+T9bB2OY34wC23fH5sbIhwZOFmSo0hzFhspGFN0GtdLg=
oeicdk.ryukyu.	86400	in	ns	n1.xundns.com.
oeicdk.ryukyu.	86400	in	ns	n2.xundns.com.
og0nehg7pbeepkvebjdprp46nt1v40iq.ryukyu.	3600	in	nsec3	1 0 0 - OJ96GQ3HPV3AGO76T1P47EHE3L282T35 NS
og0nehg7pbeepkvebjdprp46nt1v40iq.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260131180245 20260124204618 45091 ryukyu. efk90BrCkkpr22iMeNi/dZx2wtDjVe+NaKdBNEDKlpTJWFw60TLPqio25t4ymNeE0YJaY1gvIl0RcTkzXhGImDe3mqftLyVUnarOzG65NaxrZ/tYn5b2QP8j4jOF3GARn6zldJDHrj1UKXH9oCe7iBoWKpgIRMyKmmBc2SKCAco=
ohcho.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
ohcho.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
oist.ryukyu.	86400	in	ns	dns1.onamae.com.
oist.ryukyu.	86400	in	ns	dns2.onamae.com.
oj96gq3hpv3ago76t1p47ehe3l282t35.ryukyu.	3600	in	nsec3	1 0 0 - OMKIV50RB6PHPGBJEK1AJE6K486JFIUK NS
oj96gq3hpv3ago76t1p47ehe3l282t35.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130142447 20260123065108 45091 ryukyu. LQPbXLURM8D+3UHeeVnYgW7r/k6NL8aq8EXrfMgARLC4Zrg9l6Iy0oV26PphG07tgdatZxm25/hPkVn3aBFzJFYHleXKaJseVnt07GFYSoS4GSJMx94T268d6LKRA7pAAPl0cxxwNGj2odS0kbMGc48LvAzR5peynciKALLJfN8=
oki.ryukyu.	86400	in	ns	rns1.rightsdns.com.
oki.ryukyu.	86400	in	ns	rns2.rightsdns.com.
okinawa-salon-tv.ryukyu.	86400	in	ns	dns01.gmoserver.jp.
okinawa-salon-tv.ryukyu.	86400	in	ns	dns02.gmoserver.jp.
omi.ryukyu.	86400	in	ns	uns01.lolipop.jp.
omi.ryukyu.	86400	in	ns	uns02.lolipop.jp.
omkiv50rb6phpgbjek1aje6k486jfiuk.ryukyu.	3600	in	nsec3	1 0 0 - OMOC7FJAVDH0D0OPVNF0LG860US9ATNL NS
omkiv50rb6phpgbjek1aje6k486jfiuk.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129133341 20260122203715 45091 ryukyu. hSUYDbGFFRpackAh3AkP8hHMYN0Z6xPSsYgh2ueEAcs/+8MNzeBBCKBQ8LJqrB1aE1OLL1ovV4ZNHKdBn61vg7ExpzTJUwV5Ct5mLb8UMWryYC83fPBtFPiJeDBs5PojVKzHcZcFQOJkrjywpR0H2Wh+BT6SRb/rZpVLK8b57LA=
omoc7fjavdh0d0opvnf0lg860us9atnl.ryukyu.	3600	in	nsec3	1 0 0 - ON2TPV9TPECVKEMP9S1V41RA1BAL9QGF NS
omoc7fjavdh0d0opvnf0lg860us9atnl.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130030705 20260123045412 45091 ryukyu. LIVEW942sS/KgCxsghROGNb7wd8Q7UeqRl9Gjht6bRqteLGAgc+7yOIj+NptCmEouFw3CIPoCb7L/JuL29qG+np5rLMwPWrX0s5INbC31lB6pKlq5rPRaH/WcERCZ8ZHpb2+vem3BMG662Q4VIPTfZfTcN/joruG/RuYVUa63O4=
on2tpv9tpecvkemp9s1v41ra1bal9qgf.ryukyu.	3600	in	nsec3	1 0 0 - ON32BBPRBQMUVJEE1SKRS6FMS80AMTHJ NS
on2tpv9tpecvkemp9s1v41ra1bal9qgf.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128144115 20260121125812 45091 ryukyu. M+saY40CJN6uR8KRTV0HL0beFT27jGZLOaKC5GbIAop8R3JQdxCYP/ugcjeFesSCidJDobI+wuxpz2srJlhIiWzQWjM2PZQlWWB0R3mK89wKsl4bmiIqlpVcmu9zzSWXM//zAA1bc+i3EwDycYzFq81D5/jfFwnfy5vr6Suj0Oc=
on32bbprbqmuvjee1skrs6fms80amthj.ryukyu.	3600	in	nsec3	1 0 0 - OP955FT7RUT3DMT5BS0J3F23ESIPNRE6 NS
on32bbprbqmuvjee1skrs6fms80amthj.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130005216 20260122184016 45091 ryukyu. ffuZ0plMTEdhfMPOK3UCOO1GoSO5dsyhpJFT+K4Wg/MO2XQK1/N5WvGTu2bnx5SqS/QG0NriYwhqmzBFSzAYYbAE3/s2RR2G6jKuJg4bxgVSlctDvkJiJI/czvSaV4+gtgL++O6MvIbkJwOuQRUbZoyeRt4kBa9Owi/Em2iKwoQ=
onamae.ryukyu.	86400	in	ns	ns-rs1.gmoserver.jp.
onamae.ryukyu.	86400	in	ns	ns-rs2.gmoserver.jp.
op955ft7rut3dmt5bs0j3f23esipnre6.ryukyu.	3600	in	nsec3	1 0 0 - OPCS60I9H5EAVU5FRSSF00TCGGECCUR5 NS
op955ft7rut3dmt5bs0j3f23esipnre6.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129213834 20260122185516 45091 ryukyu. ggSWZpkh5EF+osFfKkqKg6AkfGWvtfwcRVXaZ1iBwKL1BrILSeo+l8DDsexGsCN2zmrMkUo4o+8cUVeR9fjcHimMuaaZWK1s++JAOBdnmxX9o/4RxlULZbREq8V7eyZvfZ4H/8EExbf0uqotfVuulbzlJgH/XPkxqnCkZCGSt/8=
opcs60i9h5eavu5frssf00tcggeccur5.ryukyu.	3600	in	nsec3	1 0 0 - OR5I56N0ESPJQCTLBB87N4DOAD91H62U NS
opcs60i9h5eavu5frssf00tcggeccur5.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128160811 20260121192610 45091 ryukyu. PDGn24iUX0c3kK+cPwEW0owbmRpxOQVge2UHAOwL68cugl5MuYcgDObn0RdN0kqskSFxPom3TCEl1CBpLXTUl86XhdXLkx01ZT6JRcUxgpIg0vXjkOCDXEGkpqHZzAKP9ib3W0HmqOCQwpFj/VeM9dIY6i26UhZbpCyphJ0bMtI=
or5i56n0espjqctlbb87n4doad91h62u.ryukyu.	3600	in	nsec3	1 0 0 - ORLO01O25SE6IVT2TCUQ40RCIKRS5CON NS
or5i56n0espjqctlbb87n4doad91h62u.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128090619 20260121102809 45091 ryukyu. gApsxbJwYj44DxeJCwcs3QEqS6U8y/ZLTv2HSpVAJXofSlNgMTToolexQOfLxFQ9Ig2kb7x4C1XgJICmsZraGoEB0SroT1Q4SPhMeUH7tB7gD2lS3xNMUhZRDQcQitxamp/F3f0g2+asp8/sSxE8RFpizvkCde+dEwvo0Yme/fQ=
org.ryukyu.	86400	in	ns	dns1.onamae.com.
org.ryukyu.	86400	in	ns	dns2.onamae.com.
orlo01o25se6ivt2tcuq40rcikrs5con.ryukyu.	3600	in	nsec3	1 0 0 - OTTJC68NCBKR4AFAKM4K7FEL8ADBGJT1 NS
orlo01o25se6ivt2tcuq40rcikrs5con.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129161226 20260122061717 45091 ryukyu. RJbyZbm3poXz+pf96bgsNUWriukNW2AiS/Mh8x8gXXqzSQpG4cantnbHAfbRTSRmS+czN61GMvZ7+2ajCKNzAUXrXOi++PK12wXH1gmnRXHUUpp1C/LQ+tvze/kLFZdLUANkjlNPS0m4x5G8Vz5lbNyYCyOg3eMIzgNYf08B3KM=
orz.ryukyu.	86400	in	ns	ns-cloud-a1.googledomains.com.
orz.ryukyu.	86400	in	ns	ns-cloud-a2.googledomains.com.
orz.ryukyu.	86400	in	ns	ns-cloud-a3.googledomains.com.
orz.ryukyu.	86400	in	ns	ns-cloud-a4.googledomains.com.
oshiro.ryukyu.	86400	in	ns	dns1.onamae.com.
oshiro.ryukyu.	86400	in	ns	dns2.onamae.com.
ottjc68ncbkr4afakm4k7fel8adbgjt1.ryukyu.	3600	in	nsec3	1 0 0 - OVTIK80U3EMTBF110ORUNN81817V5O5J NS
ottjc68ncbkr4afakm4k7fel8adbgjt1.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130104536 20260123162014 45091 ryukyu. cErnEviioPdL4XhnxVtBXkKmXfQ4PFtYfWx4l52mxiwOThZsE/HaySU4Pe26/eSuWDilXc8+IpsUnGh/FqpR1Ve2ykyhO9AytmtAFJA6WX/N2y6S9zBmTgamoMFLHWc/m/ASJfpZWUnFzRqQX88l/hQSoKNcFEd7dYuhjvN0Ql4=
outfit-ideas.ryukyu.	86400	in	ns	01.dnsv.jp.
outfit-ideas.ryukyu.	86400	in	ns	02.dnsv.jp.
outfit-ideas.ryukyu.	86400	in	ns	03.dnsv.jp.
outfit-ideas.ryukyu.	86400	in	ns	04.dnsv.jp.
outpost.ryukyu.	86400	in	ns	ns1.iwantmyname.net.
outpost.ryukyu.	86400	in	ns	ns2.iwantmyname.net.
outpost.ryukyu.	86400	in	ns	ns3.iwantmyname.net.
outpost.ryukyu.	86400	in	ns	ns4.iwantmyname.net.
ovtik80u3emtbf110orunn81817v5o5j.ryukyu.	3600	in	nsec3	1 0 0 - OVV7TPJ4ATF3ACECMAEKNNORV7F2F1AF NS
ovtik80u3emtbf110orunn81817v5o5j.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129005444 20260121125812 45091 ryukyu. ozxmqRryO70sVSyBZZ0RImJepN3d7a0vzu6x90jMqNItVxv8WnvEqugkj1Os7RAWIQU55Y3bfFhyanq82c4YQM+4GLxYoTkaqqIyXNikRsQ7tnaGpPwltubaSjd1gqw8KogCi7BOOZoM/luBEhbca84N9IflOFiLqgeGRxIbLZQ=
ovv7tpj4atf3acecmaeknnorv7f2f1af.ryukyu.	3600	in	nsec3	1 0 0 - P0KJI32I6AMBA2U0FNLL9LB638H7106D NS
ovv7tpj4atf3acecmaeknnorv7f2f1af.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128175024 20260121083111 45091 ryukyu. RxPFbGMisdkn9MKLCx9a0CyeXRBZWHiGizEQb5EcUFgjaGCgnpOYuXS29Eq8abSi9sClffl6SKN2qSA9dBtfPvvS5naO7COtfBAc/ozApAyFozRNb4jIaYCvDrNdoFBKh09M+h8lMwG1Boo9V6pABCRGCCN+/UIojauQFH/5jpQ=
p0kji32i6amba2u0fnll9lb638h7106d.ryukyu.	3600	in	nsec3	1 0 0 - P5R31O9VR83OIGSHGLEHBDC559G2NSFB NS
p0kji32i6amba2u0fnll9lb638h7106d.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128105956 20260121014310 45091 ryukyu. nqcC8JyZ182M3sqRNuM2Uh5FsUZQEzORyzKPVVn2q1ZfBhMbjTtkH1uK1YBHvnsivBqEz0jfkIIyYsqXQNEKwCFN7Q7ruiYMcoUSYjAQDBdmxL2mKiYiWAuSuj2inXCJLKg5ZHGADUuJdQUdM2LBi1b3VjGG2KZgrKhLqr8KF2U=
p5r31o9vr83oigshglehbdc559g2nsfb.ryukyu.	3600	in	nsec3	1 0 0 - P9RUGSOPIRKMP3HB94QPIF0REEROROET NS
p5r31o9vr83oigshglehbdc559g2nsfb.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260130070349 20260123012717 45091 ryukyu. Eb0eUz3cTQ+ruQGIonDSx0xIQxgJ9U7gjXD42BSqSUU2m9cjFaCwoYTwzxz5FMXPlkTfn2EhHpi+l7uaW/jY/NkhoVFwJso9LBGQ/NkiZc4BMjejBrbMUpfDXNX95nZxxIYHo8Nz7AM2z6DfJTHqcGfJoXCoSTZTYwExR3bMAC0=
p9rugsopirkmp3hb94qpif0reeroroet.ryukyu.	3600	in	nsec3	1 0 0 - PA5OE8EOIT2EFJJ9028M7S4VT32ME3OV NS
p9rugsopirkmp3hb94qpif0reeroroet.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260129164537 20260122131609 45091 ryukyu. R8fct1KTAtmO5k375Iu+zk+BtOj34Ao74aF8exIFz6ogEhXFC1WL5JkR657LeXdmXPI3R+yZkDQWm5V52any1d4ey889HlrdjcKqS7WvHEwuWluJE+o2fB1G6m9tZJYa6b1Xh1/W916YwCXIslV6Er/zBGUToZ5xaGLvWy0JUKU=
pa5oe8eoit2efjj9028m7s4vt32me3ov.ryukyu.	3600	in	nsec3	1 0 0 - PI2R674D5B4OHTQFPG3MAGSOAIKS3BHC NS
pa5oe8eoit2efjj9028m7s4vt32me3ov.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128215717 20260121171809 45091 ryukyu. A671je1aurlMCLXjIXicmdINZtFO8MiGWuR1HJOnclJcnlGbB9Vj49mE+kxKBg/yA5yxi3ZPHSgwzHmwWmM5zyQmkJhxCRCT79doi7FK7+z3l/K9ikEg6sxhFM8PiRtY3t0jHHSx26ZS6hpn1rNQ7u6o0ywSNWKDSklt0qJoq2s=
panda.ryukyu.	86400	in	ns	ns53.domaincontrol.com.
panda.ryukyu.	86400	in	ns	ns54.domaincontrol.com.
pandc.ryukyu.	86400	in	ns	ns-rs1.gmoserver.jp.
pandc.ryukyu.	86400	in	ns	ns-rs2.gmoserver.jp.
pandr.ryukyu.	86400	in	ns	dns1.namecheaphosting.com.
pandr.ryukyu.	86400	in	ns	dns2.namecheaphosting.com.
paradise.ryukyu.	86400	in	ns	ns1.wpx.ne.jp.
paradise.ryukyu.	86400	in	ns	ns2.wpx.ne.jp.
paradise.ryukyu.	86400	in	ns	ns3.wpx.ne.jp.
paypal.ryukyu.	86400	in	ns	ns1.markmonitor.com.
paypal.ryukyu.	86400	in	ns	ns3.markmonitor.com.
pdt.ryukyu.	86400	in	ns	dns1.onamae.com.
pdt.ryukyu.	86400	in	ns	dns2.onamae.com.
pepper.ryukyu.	86400	in	ns	dns01.muumuu-domain.com.
pepper.ryukyu.	86400	in	ns	dns02.muumuu-domain.com.
perellaweinberg.ryukyu.	86400	in	ns	ns3.worldnic.com.
perellaweinberg.ryukyu.	86400	in	ns	ns4.worldnic.com.
perellaweinbergpartners.ryukyu.	86400	in	ns	ns35.worldnic.com.
perellaweinbergpartners.ryukyu.	86400	in	ns	ns36.worldnic.com.
phegzq.ryukyu.	86400	in	ns	luciane.ns.cloudflare.com.
phegzq.ryukyu.	86400	in	ns	merlin.ns.cloudflare.com.
photobook.ryukyu.	86400	in	ns	uns01.lolipop.jp.
photobook.ryukyu.	86400	in	ns	uns02.lolipop.jp.
phys.ryukyu.	86400	in	ns	uns01.lolipop.jp.
phys.ryukyu.	86400	in	ns	uns02.lolipop.jp.
pi2r674d5b4ohtqfpg3magsoaiks3bhc.ryukyu.	3600	in	nsec3	1 0 0 - PI5UFU6O1AIE4AV5LPS48S8AIRLIUP8H NS
pi2r674d5b4ohtqfpg3magsoaiks3bhc.ryukyu.	3600	in	rrsig	NSEC3 8 2 3600 20260128103942 20260121143608 45091 ryukyu. FY7yywnf4LbnSXcszkBUwxQIjOupU7xsMr4iYKGu3OBIsY9+TJfjRrSg/n7RgUDL7Q/AyUlBHLjlnQBekg54+lIosXsqtXNsDQV32JEKHEZLBvcBUMhlA7ZHdEGd+es80NeuACNo0mKb4pT9+pptVcuVpOKcXmeJocA+YBOle+k=
pi5ufu6o1aie4av5lps48s8airliup8h.ryukyu.	3600	in	nsec3	1 0 0 - PKIL4FLLG7T5SAFKBFF77OG5GMQ79UTQ NS
