bayern.	86400	in	soa	anycast9.irondns.net. dnsmaster.irondns.net. 2509120103 7200 7200 604800 7200
ca2d9bnb4qenlar88d41e89g48u417nl.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. XhZ+qz2+vsuIBHkjwzwTFDOotq/FAEXpZ056xWrAVU40jcx0vXd9eTAiM8xbY4xhHu32haL7kOShDNOyZzgRIvELjfQhNDWTscN5MPLDpOUKCXgn0/Y6c0eptRtnnCsdQiyY+i6dHrBHZK/JMNe3MkXz8pT8cXxzARyV+JeXqyg9oBjZ8EsuerQYgrJIpOvezuTYGsTnbeOLwX3yjwpedg==
ca395unroiqb4tkpuqlhl66qqsir34oq.bayern.	43200	in	nsec3	1 0 0 - CA52A6N90P4968GMIO1DRLAG63GVKU0O NS
ca395unroiqb4tkpuqlhl66qqsir34oq.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. in6wr02yaviLIF1dQSr/SIAaoXHQWInwVsfRqxSYvJBiYE6ryxZySvQdozdGD+zl4Qq7MDJQYDbwCRLJCNyKFGsbemrFE6sZeB4bNqrNoaEMI63jTy0aoJW3mpR8V8xho9M6bHwwQ2JLAUTGf4fqPoR3rJq2dj3bnvuqkBLc380T8gFXazvfFXrCE9o7QulEKWsvXv6P5QOFp3aPiAXimA==
ca52a6n90p4968gmio1drlag63gvku0o.bayern.	43200	in	nsec3	1 0 0 - CA6RNH5L52OLTOH4UGT2P1TTRVM2KQFD NS
ca52a6n90p4968gmio1drlag63gvku0o.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. LgTlDmmkwVSuLCqI/FiO4KpmNb4MCDMM572QQ+2iaZ15aVoSoAv1VaG/Y7wq05MwRhAP6wa1q0KmUIkdnuZ0xYlYKeyYtAJ2TovBR/1xx2/qKWjvmFYmgBpiiwAwACWvJvenPjiHWXWNK/BIXXdgHZBUH7OGuGNZA7wfNmiiTYqY3XwSPBq8NQoli9FMuI0aoHjKiPpyfNOVxldcYlbmAw==
ca6rnh5l52oltoh4ugt2p1ttrvm2kqfd.bayern.	43200	in	nsec3	1 0 0 - CA7P6LQI9D4J29P91TVHERTG3379TAMH NS
ca6rnh5l52oltoh4ugt2p1ttrvm2kqfd.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. OGh5mRsa09mfub0fKlPjJVE5qW+SIYv4nu8tiR/9qKAsY1Py+aU7jxDuNg8sLts1QFL77VdjiODtngvlfzXyJ56Fr+M5jioqqxMkT+TZ6fTP09DGjtMS7XN1TlD7D38czxIMjrfYw839irypA255q7DV2WDXAwdAw9fyFQm+Jw3MpJiT5c1D8AjsjufKDWwx32Ye/TIPB/hzbvVkPQkJkg==
ca7p6lqi9d4j29p91tvhertg3379tamh.bayern.	43200	in	nsec3	1 0 0 - CADS4KCPKQ9AVT3N7IULFNEE0004J8QO NS
ca7p6lqi9d4j29p91tvhertg3379tamh.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. L2SV9jPnh5Ni0VumNkAqZDoKCLfyyZVpJ00I4aNGNOdgZ0GXG64csRPxuOgFajs3wIQmRn9gMy2YFadmpcjUbqlgGj8aM+Oh5hnq0co4w712QcWvUB7jCqIL+OJzAw80MbbyEZcOzcPV22HqgeyBBjA3GRMH1HXZiYhSQWhCbiJ2GLaoYKah6ON2nBue0ChxCwO5BTiZST+WSQRti6lkMg==
caas.bayern.	86400	in	ns	ns1050.ui-dns.com.
caas.bayern.	86400	in	ns	ns1075.ui-dns.biz.
caas.bayern.	86400	in	ns	ns1087.ui-dns.de.
caas.bayern.	86400	in	ns	ns1116.ui-dns.org.
cad-stelle.bayern.	86400	in	ns	a.ns14.net.
cad-stelle.bayern.	86400	in	ns	b.ns14.net.
cad-stelle.bayern.	86400	in	ns	c.ns14.net.
cad-stelle.bayern.	86400	in	ns	d.ns14.net.
cads4kcpkq9avt3n7iulfnee0004j8qo.bayern.	43200	in	nsec3	1 0 0 - CAEC9HSHVS2K1H0VMRRAGT1BM6NESN6V NS
cads4kcpkq9avt3n7iulfnee0004j8qo.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. bkwgv18q2QQ4Wt8PSgGgGGy5Nt1aoopwrW2dQKwKHNPmBwAZ0xJZMR2cw44vgfZiu8RinZ9dyogd/g4OAH3xgpzv4CLgLzAf8PrPT73OObCGq08k2BJdspZG8RGXe3YgPoaIarG+uPqzij9BHNrzkQAjEumrUcLlunKXQhVGR2RSf0NEYblRJMuzuhkm3JrLigq1xFPnN63iUe5xh6Dx7g==
caec9hshvs2k1h0vmrragt1bm6nesn6v.bayern.	43200	in	nsec3	1 0 0 - CAEL8SNPD9CKGGOKFISS675LNG9TBA8R NS
caec9hshvs2k1h0vmrragt1bm6nesn6v.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. DJZUpDVpq4+IlvUMqlDbjqqKPvmNv9ACoRWbaqtLr9O3Hfv/CJVj7x4SCsSl3kob2mxSMCYxsqNccg7medVHKL0QF4IaCvU4yBl05LW4AWCTqAGYBc+yV3mzwDC7+hOnZwe5RV93Lwl5Li35npDCXoXo4bBuLDopXcHshOpTL0uDHX6dy/wZEYUHbRb5m11AtxQOibwp9+N9TpfITto9Hw==
cael8snpd9ckggokfiss675lng9tba8r.bayern.	43200	in	nsec3	1 0 0 - CAF9K1SIFB313DUBO00PIN3SLVU33MTA NS
cael8snpd9ckggokfiss675lng9tba8r.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. LTymIktCQmYtmvfSGzan3LBrs1D/xRDPORMGJweVb9ArFG9dvZazrx5O1OT8oH3ySYMjIei1TUCU8d2vtNvT5VUw+E4ND/jMS/1B0mv5n/O5FeA6oqRdt6vEmyVDp5OxBKwujrJIjnH4iJP8mM2eSHOeWzY+QVMS1qsDmdAgFvLgUptvUM256Rzr18Lln4qIotPcEjTRrvL9w/bMhL8cpw==
caf9k1sifb313dubo00pin3slvu33mta.bayern.	43200	in	nsec3	1 0 0 - CAH9IPLT43O5HGLFTOUU5D1IAMHSVPTL NS
caf9k1sifb313dubo00pin3slvu33mta.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. YZ14QwVkxCFhMM/kG2eoUYo2vCJokzmOpMMycaSMDiFSw8r4yGoyIJaUKvEm70vHd690gH5DrbF6BB51oEMRHGPIbDg0Z2lPbpr5ZGxOu3Cu6SeUh+UJbYr4DobEO0zOH2jUhTuj7YD2wq6ozMRj3M7bZExqB29fj9/LEmgGg5OXXEJPwJpO+6qbXXCeZOkTb26Zo9SgTw2puJo4yxhe8w==
cafe-im-rosengarten.bayern.	86400	in	ns	a.ns14.net.
cafe-im-rosengarten.bayern.	86400	in	ns	b.ns14.net.
cafe-im-rosengarten.bayern.	86400	in	ns	c.ns14.net.
cafe-im-rosengarten.bayern.	86400	in	ns	d.ns14.net.
cafe-oswald.bayern.	86400	in	ns	ns1.wordpress.com.
cafe-oswald.bayern.	86400	in	ns	ns2.wordpress.com.
cafe-oswald.bayern.	86400	in	ns	ns3.wordpress.com.
cafe-schliersee.bayern.	86400	in	ns	ns.udag.de.
cafe-schliersee.bayern.	86400	in	ns	ns.udag.net.
cafe-schliersee.bayern.	86400	in	ns	ns.udag.org.
cafe-schwaiger.bayern.	86400	in	ns	ns1.hi7.de.
cafe-schwaiger.bayern.	86400	in	ns	ns2.hi7.de.
cafe-schwaiger.bayern.	86400	in	ns	ns3.hi7.de.
cafe-waffel.bayern.	86400	in	ns	ns1.antagus.de.
cafe-waffel.bayern.	86400	in	ns	ns2.antagus.de.
cafeschuler.bayern.	86400	in	ns	docks14.rzone.de.
cafeschuler.bayern.	86400	in	ns	shades17.rzone.de.
cah9iplt43o5hglftouu5d1iamhsvptl.bayern.	43200	in	nsec3	1 0 0 - CAHEV1JJ2E9NKBBQCC5SDED40MH0359B NS
cah9iplt43o5hglftouu5d1iamhsvptl.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. HNSeB/YFIpd67VC7SHeTsmu0wna4u16Hdvi9opht2Kxyzmv58JMr7VjL+CsEpDXA3Dd8UsLFWDRy4V0+43nOX32kvZKhJwsLi9WReuRdnC4K7RycDIUUpXSyxxIiGhgCDaSIpg+EAhovlX86u/GgUyIYcOk3W6lhcNe2DL+Nzmyxi3PWlt/69Y9Cl/jcuDLHFKLL7c7tbLTwJKblLdG0wg==
cahev1jj2e9nkbbqcc5sded40mh0359b.bayern.	43200	in	nsec3	1 0 0 - CAI6AK9NOAUBK9Q6VINBD9SKNFUJVP5T NS
cahev1jj2e9nkbbqcc5sded40mh0359b.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. JQ4oG9Jtfg0h60udvM2+lkoALuprqq17TcmMSPWYiXD9ZW23wIt9cjMyVP6HHdSdrOkTwazjK8LGjPXpkHkX7yoYbV9OnpVfT8tXiprulMH+VbrRvAItv+XkaILqNPg1ZoDWTqM7Ro0Kign7Lw9aFAmR/bJ79uE9CkbOiARWdKFEXqzspF1h/HQh149h2G0WA19VrYwVMJ7WKBJzhrD0bA==
cai6ak9noaubk9q6vinbd9sknfujvp5t.bayern.	43200	in	nsec3	1 0 0 - CAI9LJ9VJNVNMN1OH74HI9TO91LAFM0K NS
cai6ak9noaubk9q6vinbd9sknfujvp5t.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. HqYsXcNkfZoB2C7ZzqvMXsKgFSuR/tBPQs9Zpfpz3VdHiV09eq2cfMyTlBX2Nu5eJh4jkbkR5+Mk9BiuV5WUGqHzsVllsX8+nOo1++Cw3z+f3jJ3S8LOGarbKTQUNXXhFAOVwEOWZOmHCHFVYSYmukdFcrgB+2RBh2MVjFsMzoKyl4djnSaFeUkjhAGNXUWufr6J325JwzppuHO/qy6d0w==
cai9lj9vjnvnmn1oh74hi9to91lafm0k.bayern.	43200	in	nsec3	1 0 0 - CAJC87PH9SNSEJLCGAJ9CNGEAENOL8GS NS
cai9lj9vjnvnmn1oh74hi9to91lafm0k.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. hWzCjVEd8LNsYnxkLUPGm2QDdv3hlc91cgje5wukOXVYKOnC6MxuZHMMiw9gaGrbmSY2t4kqKwPzs4MYA8f+fGhnmEQrrHB2VRmu2c35CPxctKkZOuFxoCPb3UFMUUol+x/DIrSCC5lXkRvQh7qNcsbO4/H0ltOOv6Hdrako2w58SOFUVWuuGS1P02GIxhk5DbU/3MhTO4FpXiQosk9vnA==
cajc87ph9snsejlcgaj9cngeaenol8gs.bayern.	43200	in	nsec3	1 0 0 - CANGMIK80P40CI8547L2DRKOS7NN2IFP NS
cajc87ph9snsejlcgaj9cngeaenol8gs.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. VRlr0nSNle4aNkOcOULsqzUGc2zOE6gJqD7kNhboAGWpjfweouhBrWXl/IOqPZntC+1CIizinsK+cbX6NL1oB0mUXTIqibHf+gDpIS/7fjQWjD9zsj4I/DT3V9BbCsL9qlCbAwBG2nOAbURVLaRpdKmmLPFTfi+Uq0rnFtQXH/eUjNLsHcsJbwbK/WZ9CtTE1TGh/WhqrQpPw3f41mhydA==
calendar.bayern.	86400	in	ns	ns43.domaincontrol.com.
calendar.bayern.	86400	in	ns	ns44.domaincontrol.com.
call-center-in-bavaria.bayern.	86400	in	ns	a.ns14.net.
call-center-in-bavaria.bayern.	86400	in	ns	b.ns14.net.
call-center-in-bavaria.bayern.	86400	in	ns	c.ns14.net.
call-center-in-bavaria.bayern.	86400	in	ns	d.ns14.net.
callboys.bayern.	86400	in	ns	ns1.cyon.ch.
callboys.bayern.	86400	in	ns	ns2.cyon.ch.
callcenter.bayern.	86400	in	ns	ns1.domaintechnik.at.
callcenter.bayern.	86400	in	ns	ns2.domaintechnik.at.
callcenter.bayern.	86400	in	ns	ns3.domaintechnik.at.
callcenter.bayern.	86400	in	ns	ns4.domaintechnik.at.
callgirls.bayern.	86400	in	ns	ns1.cyon.ch.
callgirls.bayern.	86400	in	ns	ns2.cyon.ch.
cambridge.bayern.	86400	in	ns	ns.udag.de.
cambridge.bayern.	86400	in	ns	ns.udag.net.
cambridge.bayern.	86400	in	ns	ns.udag.org.
camper-mieten.bayern.	86400	in	ns	ns1.fn-ns.net.
camper-mieten.bayern.	86400	in	ns	ns2.fn-ns.net.
camper-mieten.bayern.	86400	in	ns	ns3.fn-ns.de.
camper-mieten.bayern.	86400	in	ns	ns4.fn-ns.de.
camper.bayern.	86400	in	ns	ns1.fn-ns.net.
camper.bayern.	86400	in	ns	ns2.fn-ns.net.
camper.bayern.	86400	in	ns	ns3.fn-ns.de.
camper.bayern.	86400	in	ns	ns4.fn-ns.de.
campermieten.bayern.	86400	in	ns	ns1.fn-ns.net.
campermieten.bayern.	86400	in	ns	ns2.fn-ns.net.
campermieten.bayern.	86400	in	ns	ns3.fn-ns.de.
campermieten.bayern.	86400	in	ns	ns4.fn-ns.de.
camperschnaps.bayern.	86400	in	ns	ns1048.ui-dns.de.
camperschnaps.bayern.	86400	in	ns	ns1077.ui-dns.biz.
camperschnaps.bayern.	86400	in	ns	ns1079.ui-dns.com.
camperschnaps.bayern.	86400	in	ns	ns1079.ui-dns.org.
camperworld.bayern.	86400	in	ns	ns5.kasserver.com.
camperworld.bayern.	86400	in	ns	ns6.kasserver.com.
camping-bannwaldsee.bayern.	86400	in	ns	ns5.kasserver.com.
camping-bannwaldsee.bayern.	86400	in	ns	ns6.kasserver.com.
camping-greenpark.bayern.	86400	in	ns	ns1027.ui-dns.org.
camping-greenpark.bayern.	86400	in	ns	ns1109.ui-dns.com.
camping-greenpark.bayern.	86400	in	ns	ns1115.ui-dns.de.
camping-greenpark.bayern.	86400	in	ns	ns1123.ui-dns.biz.
camping-in.bayern.	86400	in	ns	dns.dns1.de.
camping-in.bayern.	86400	in	ns	dns.dns2.de.
camping-in.bayern.	86400	in	ns	dns.dns3.de.
camping-in.bayern.	86400	in	ns	dns.dns4.de.
camping.bayern.	86400	in	ns	ns.udag.de.
camping.bayern.	86400	in	ns	ns.udag.net.
camping.bayern.	86400	in	ns	ns.udag.org.
campingin.bayern.	86400	in	ns	ns-de.1and1-dns.biz.
campingin.bayern.	86400	in	ns	ns-de.1and1-dns.com.
campingin.bayern.	86400	in	ns	ns-de.1and1-dns.de.
campingin.bayern.	86400	in	ns	ns-de.1and1-dns.org.
campingpark-wemding.bayern.	86400	in	ns	ns0.wixdns.net.
campingpark-wemding.bayern.	86400	in	ns	ns1.wixdns.ne.
campus-chiemgau.bayern.	86400	in	ns	ns1021.ui-dns.de.
campus-chiemgau.bayern.	86400	in	ns	ns1042.ui-dns.com.
campus-chiemgau.bayern.	86400	in	ns	ns1063.ui-dns.org.
campus-chiemgau.bayern.	86400	in	ns	ns1076.ui-dns.biz.
campus.bayern.	86400	in	ns	c.ns14.net.
campus.bayern.	86400	in	ns	ns.bayern.de.
campus.bayern.	86400	in	ns	ns2.bayern.de.
campusfreunde.bayern.	86400	in	ns	a.ns14.net.
campusfreunde.bayern.	86400	in	ns	b.ns14.net.
campusfreunde.bayern.	86400	in	ns	c.ns14.net.
campusfreunde.bayern.	86400	in	ns	d.ns14.net.
candid-tor.bayern.	86400	in	ns	ns.udag.de.
candid-tor.bayern.	86400	in	ns	ns.udag.net.
candid-tor.bayern.	86400	in	ns	ns.udag.org.
candidtor.bayern.	86400	in	ns	ns.udag.de.
candidtor.bayern.	86400	in	ns	ns.udag.net.
candidtor.bayern.	86400	in	ns	ns.udag.org.
candy.bayern.	86400	in	ns	ns1.dreamhost.com.
candy.bayern.	86400	in	ns	ns2.dreamhost.com.
candybar.bayern.	86400	in	ns	docks01.rzone.de.
candybar.bayern.	86400	in	ns	shades05.rzone.de.
cangmik80p40ci8547l2drkos7nn2ifp.bayern.	43200	in	nsec3	1 0 0 - CAOE9NGD1BCAVSNNVNLDD9AURHDIVP4P NS
cangmik80p40ci8547l2drkos7nn2ifp.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. FNotEcSpqYtJOVCsY0C3HhGH4KoVmlI8PJd0yQd8NppN1wmvWi5wOPr1KJtReHqhcOSLDUVlnlbM5/bSxJN5vMPP04Q7LL7J/8gnbOLJR/dgIOI2bwdyqfOoexq1L/syXuPxNke8XBGD3iD5MMIn/k9vjC972ZcCPUVTlnES+0Y5RDh78NrIbw4KbiVpEl1sSY+zBwI3jIGntRB49+cdrw==
canishop.bayern.	86400	in	ns	ns.udag.de.
canishop.bayern.	86400	in	ns	ns.udag.net.
canishop.bayern.	86400	in	ns	ns.udag.org.
cannabis-apo.bayern.	86400	in	ns	ns5.kasserver.com.
cannabis-apo.bayern.	86400	in	ns	ns6.kasserver.com.
cannabis-club.bayern.	86400	in	ns	ns1.registrant-verification.com.
cannabis-club.bayern.	86400	in	ns	ns2.registrant-verification.com.
cannabis-entzug.bayern.	86400	in	ns	ns1058.ui-dns.de.
cannabis-entzug.bayern.	86400	in	ns	ns1064.ui-dns.com.
cannabis-entzug.bayern.	86400	in	ns	ns1076.ui-dns.biz.
cannabis-entzug.bayern.	86400	in	ns	ns1101.ui-dns.org.
cannabis-klub.bayern.	86400	in	ns	a.ns14.net.
cannabis-klub.bayern.	86400	in	ns	b.ns14.net.
cannabis-klub.bayern.	86400	in	ns	c.ns14.net.
cannabis-klub.bayern.	86400	in	ns	d.ns14.net.
cannabis-therapie.bayern.	86400	in	ns	ns1066.ui-dns.com.
cannabis-therapie.bayern.	86400	in	ns	ns1107.ui-dns.org.
cannabis-therapie.bayern.	86400	in	ns	ns1121.ui-dns.de.
cannabis-therapie.bayern.	86400	in	ns	ns1124.ui-dns.biz.
cannabis.bayern.	86400	in	ns	ns1.parkingcrew.net.
cannabis.bayern.	86400	in	ns	ns2.parkingcrew.net.
cannabis4.bayern.	86400	in	ns	ns05.domaincontrol.com.
cannabis4.bayern.	86400	in	ns	ns06.domaincontrol.com.
cannabisapotheke.bayern.	86400	in	ns	ns1042.ui-dns.com.
cannabisapotheke.bayern.	86400	in	ns	ns1076.ui-dns.org.
cannabisapotheke.bayern.	86400	in	ns	ns1077.ui-dns.biz.
cannabisapotheke.bayern.	86400	in	ns	ns1107.ui-dns.de.
cannabisclub.bayern.	86400	in	ns	a.ns14.net.
cannabisclub.bayern.	86400	in	ns	b.ns14.net.
cannabisclub.bayern.	86400	in	ns	c.ns14.net.
cannabisclub.bayern.	86400	in	ns	d.ns14.net.
cannabisentzug.bayern.	86400	in	ns	ns1058.ui-dns.de.
cannabisentzug.bayern.	86400	in	ns	ns1064.ui-dns.com.
cannabisentzug.bayern.	86400	in	ns	ns1076.ui-dns.biz.
cannabisentzug.bayern.	86400	in	ns	ns1101.ui-dns.org.
cannabisfactory.bayern.	86400	in	ns	a.ns14.net.
cannabisfactory.bayern.	86400	in	ns	b.ns14.net.
cannabisfactory.bayern.	86400	in	ns	c.ns14.net.
cannabisfactory.bayern.	86400	in	ns	d.ns14.net.
cannabisklinik.bayern.	86400	in	ns	ns1.eurodns.com.
cannabisklinik.bayern.	86400	in	ns	ns2.eurodns.com.
cannabisklinik.bayern.	86400	in	ns	ns3.eurodns.com.
cannabisklinik.bayern.	86400	in	ns	ns4.eurodns.com.
cannabispreis.bayern.	86400	in	ns	ns.udag.de.
cannabispreis.bayern.	86400	in	ns	ns.udag.net.
cannabispreis.bayern.	86400	in	ns	ns.udag.org.
cannabistherapie.bayern.	86400	in	ns	ns1.eurodns.com.
cannabistherapie.bayern.	86400	in	ns	ns2.eurodns.com.
cannabistherapie.bayern.	86400	in	ns	ns3.eurodns.com.
cannabistherapie.bayern.	86400	in	ns	ns4.eurodns.com.
cannatravelpass.bayern.	86400	in	ns	docks12.rzone.de.
cannatravelpass.bayern.	86400	in	ns	shades12.rzone.de.
canvas.bayern.	86400	in	ns	cns1.cloudpit.de.
canvas.bayern.	86400	in	ns	cns2.cloudpit.com.
canvas.bayern.	86400	in	ns	cns3.cloudpit.io.
canvasart.bayern.	86400	in	ns	ns.inwx.de.
canvasart.bayern.	86400	in	ns	ns2.inwx.de.
canvasart.bayern.	86400	in	ns	ns3.inwx.eu.
canyoning-rafting.bayern.	86400	in	ns	docks19.rzone.de.
canyoning-rafting.bayern.	86400	in	ns	shades07.rzone.de.
canyoning.bayern.	86400	in	ns	ns.inwx.de.
canyoning.bayern.	86400	in	ns	ns2.inwx.de.
canyoning.bayern.	86400	in	ns	ns3.inwx.eu.
caoe9ngd1bcavsnnvnldd9aurhdivp4p.bayern.	43200	in	nsec3	1 0 0 - CAR9AJ0SS27A8M4OJ1VL81HHAIR28GMD NS
caoe9ngd1bcavsnnvnldd9aurhdivp4p.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. DD68DpXbzOuSxdxW0opSy6KPQ8TlFeshn/P9lkeB2DDpm6k1ZOybzMpdoQg+TfBmSFAO9wniaQF7WEAPpNYVXXrwFTu3bhr8HHA7DuR4SMI2oJQfbL4FMSFlS8ISNrgc43Hk1uEcVqJ1h7ub3bfqZbhVEh5IKSRw3aG1kMdbBLsXoe0nnOkqVDhSq5OBvQDgmU9Rr/ctamvZzfPckHl+HA==
capracamper.bayern.	86400	in	ns	docks20.rzone.de.
capracamper.bayern.	86400	in	ns	shades11.rzone.de.
captain.bayern.	86400	in	ns	ns.udag.de.
captain.bayern.	86400	in	ns	ns.udag.net.
captain.bayern.	86400	in	ns	ns.udag.org.
car-coding.bayern.	86400	in	ns	ns14.wixdns.net.
car-coding.bayern.	86400	in	ns	ns15.wixdns.net.
car-parts.bayern.	86400	in	ns	ns.second-ns.com.
car-parts.bayern.	86400	in	ns	ns1.your-server.de.
car-parts.bayern.	86400	in	ns	ns3.second-ns.de.
car9aj0ss27a8m4oj1vl81hhair28gmd.bayern.	43200	in	nsec3	1 0 0 - CASBQB5I4SRD02RUM516CM634IVHSNSQ NS
car9aj0ss27a8m4oj1vl81hhair28gmd.bayern.	43200	in	rrsig	NSEC3 8 2 43200 20250924085857 20250910085857 25116 bayern. Pz7LmwfNEj9cmRi+T7zPc1AoyjWn/WrUikw5QnpZY6zqE9xc+aY4ZKZkXRDGy35wWkH6D4MOio0kHdKiKLQ660WZzuXr8pwKz9M9DDYZlhpIQ8pg25eYUmvcJQw65BSg4wlENB7y8c7RAaG/uts2YFbz0zFIQKBjZ8PZ4vruve0TlpMLY8A9rNZQ4t6vRciiKbwUdWp1lX95RNQP3KY97A==
caramore.bayern.	86400	in	ns	ns1.all-connect.net.
caramore.bayern.	86400	in	ns	ns3.all-connect.net.
caravan-gutachter.bayern.	86400	in	ds	1861 8 2 6A6483ACF12C5B82DCD8F1E9E2A7315FE61D143DD503AAECE30249453F7E83A7
caravan-gutachter.bayern.	86400	in	ns	dns01-tld.t-online.de.
caravan-gutachter.bayern.	86400	in	ns	dns02-tld.t-online.de.
caravan-gutachter.bayern.	86400	in	rrsig	DS 8 2 86400 20250923205857 20250909205857 25116 bayern. BU5ogfnPXBf839vlkbVHc3h/3qRxTD6BMfQQwLvnkQarwKuoK+TmtM0m4iIYKHoBbwblRc1VdIhB+Xh37ypQPogDUL7VOvzaP1TnmH01uEgef/RAXZOoM4DUWlZCHEregw708tEzgfyeXdFfuOIaYhkfRCR3/7QeGlq7jDsE3ErKnMIF3QPD7opAKZASicRHOu6/sK+0ySOZTTyrR9+nXw==
caravan-service.bayern.	86400	in	ns	docks04.rzone.de.
caravan-service.bayern.	86400	in	ns	shades02.rzone.de.
caravan.bayern.	86400	in	ns	ns1.sedoparking.com.
caravan.bayern.	86400	in	ns	ns2.sedoparking.com.
caravaning-gutachter.bayern.	86400	in	ds	46057 8 2 8F6E9CB9BEB86619CEC46AD9E120CEE6A73E14C064ED62389C085A3DDFF5361D
caravaning-gutachter.bayern.	86400	in	ns	dns01-tld.t-online.de.
caravaning-gutachter.bayern.	86400	in	ns	dns02-tld.t-online.de.
caravaning-gutachter.bayern.	86400	in	rrsig	DS 8 2 86400 20250923205857 20250909205857 25116 bayern. WRur0NdPe8jR543Gjz/0qq9KM9OTMU7yKMkZ6dOgGxrd2urkfgrIj4HPLPWxuVToxRB83nUQAnwS4KdYB3h+6ks0W+TTYxBneZWwcodKT5LoDJFjPJwhG5N/XL/OdcjKnR/4/dAOpIPP1Rmj1qVzlvra8mpaAnc293E4zBNebWPXpqaZhp2uosL7S6zDgmZuC7ITPCMoPyvvFInFI4cPsw==
caravanvermietung.bayern.	86400	in	ns	ns01.one.com.
caravanvermietung.bayern.	86400	in	ns	ns02.one.com.
carbon.bayern.	86400	in	ns	ns1.webspace-verkauf.de.
carbon.bayern.	86400	in	ns	ns2.webspace-verkauf.de.
carbon.bayern.	86400	in	ns	ns3.webspace-verkauf.de.
carbonpool.bayern.	86400	in	ns	ns-de.1and1-dns.biz.
carbonpool.bayern.	86400	in	ns	ns-de.1and1-dns.com.
carbonpool.bayern.	86400	in	ns	ns-de.1and1-dns.de.
carbonpool.bayern.	86400	in	ns	ns-de.1and1-dns.org.
carclaimsexperts.bayern.	86400	in	ns	docks14.rzone.de.
carclaimsexperts.bayern.	86400	in	ns	shades17.rzone.de.
carcoding.bayern.	86400	in	ns	javon.ns.cloudflare.com.
carcoding.bayern.	86400	in	ns	tiffany.ns.cloudflare.com.
cardinali.bayern.	86400	in	ns	ns.ipandmore.cloud.
cardinali.bayern.	86400	in	ns	ns.ipandmore.email.
cardinali.bayern.	86400	in	ns	ns.ipandmore.hosting.
cardinali.bayern.	86400	in	ns	ns.ipandmore.net.
cardiologicum.bayern.	86400	in	ns	a.ns14.net.
cardiologicum.bayern.	86400	in	ns	b.ns14.net.
cardiologicum.bayern.	86400	in	ns	c.ns14.net.
cardiologicum.bayern.	86400	in	ns	d.ns14.net.
cardiology-schulze.bayern.	86400	in	ns	ns-de.1and1-dns.biz.
cardiology-schulze.bayern.	86400	in	ns	ns-de.1and1-dns.com.
cardiology-schulze.bayern.	86400	in	ns	ns-de.1and1-dns.de.
cardiology-schulze.bayern.	86400	in	ns	ns-de.1and1-dns.org.
cardiology.bayern.	86400	in	ns	ns-de.1and1-dns.biz.
cardiology.bayern.	86400	in	ns	ns-de.1and1-dns.com.
cardiology.bayern.	86400	in	ns	ns-de.1and1-dns.de.
cardiology.bayern.	86400	in	ns	ns-de.1and1-dns.org.
care.bayern.	86400	in	ns	ns1020.ui-dns.org.
care.bayern.	86400	in	ns	ns1022.ui-dns.biz.
care.bayern.	86400	in	ns	ns1055.ui-dns.com.
care.bayern.	86400	in	ns	ns1080.ui-dns.de.
career-by.bayern.	86400	in	ns	ns.udag.de.
career-by.bayern.	86400	in	ns	ns.udag.net.
career-by.bayern.	86400	in	ns	ns.udag.org.
career-me.bayern.	86400	in	ns	ns.udag.de.
career-me.bayern.	86400	in	ns	ns.udag.net.
career-me.bayern.	86400	in	ns	ns.udag.org.
carevalley.bayern.	86400	in	ns	ns1.dns.speedkom.net.
carevalley.bayern.	86400	in	ns	ns2.dns.speedkom.net.
carfactory.bayern.	86400	in	ns	a.ns36.de.
carfactory.bayern.	86400	in	ns	b.ns36.de.
carhelper.bayern.	86400	in	ns	docks03.rzone.de.
carhelper.bayern.	86400	in	ns	shades16.rzone.de.
caringcommunity.bayern.	86400	in	ns	ns1038.ui-dns.org.
caringcommunity.bayern.	86400	in	ns	ns1055.ui-dns.biz.
caringcommunity.bayern.	86400	in	ns	ns1066.ui-dns.com.
